OCHA_VNAME,VDC_CODE,VDC_NAME
Tarigaun,524 4 10 56 5 028,Tarigaun
Tribhuwan Nagar N.P.,524 4 10 56 3 002,Tribhuwan Nagar Municipality
Tulsipur N.P.,524 4 10 56 3 001,Tulsipur Municipality
Urahari,524 4 10 56 5 037,Urahari
Bageswari,524 4 11 57 5 040,Bageshwari
Bejapur,524 4 11 57 5 016,Baijapur
Banakatti,524 4 11 57 5 044,Banakatti
Banakatawa,524 4 11 57 5 029,Bankatwa
Basudevapur,524 4 11 57 5 028,Basudevpur
Belahari,524 4 11 57 5 038,Belahari
Belbhar,524 4 11 57 5 033,Belbhar
Betahani,524 4 11 57 5 020,Betahani
Bhawaniyapur,524 4 11 57 5 023,Bhawaniyapur
Binauna,524 4 11 57 5 015,Binauna
Chisapani,524 4 11 57 5 046,Chisapani
Ganapur,524 4 11 57 5 006,Ganapur
Gangapur,524 4 11 57 5 018,Gangapur
Hirminiya,524 4 11 57 5 021,Hirminiya
Holiya,524 4 11 57 5 019,Holiya
Indarpur,524 4 11 57 5 034,Indrapur
Jaispur,524 4 11 57 5 030,Jaispur
Kanchanapur,524 4 11 57 5 014,Kachanapur
Kalaphanta,524 4 11 57 5 003,Kalaphat
Kamdi,524 4 11 57 5 008,Kamdi
Khaskarkado,524 4 11 57 5 027,Kaskarkando
Kathkuiya,524 4 11 57 5 001,Katkuiya
KhajuraKhurda,524 4 11 57 5 037,Khajurakhurda
Khaskusma,524 4 11 57 5 017,Khaskushma
Kohalpur,524 4 11 57 5 012,Kohalpur
Laxmanpur,524 4 11 57 5 002,Lakshmanpur
Mahadevpuri,524 4 11 57 5 013,Mahadevpuri
Manikapur,524 4 11 57 5 009,Manikapur
Matahiya,524 4 11 57 5 005,Matehiya
Narainapur,524 4 11 57 5 004,Narenapur
Naubasta,524 4 11 57 5 045,Naubasta
Nepalgunj N.P.,524 4 11 57 3 001,Nepalgunj Municipality
Paraspur,524 4 11 57 5 032,Paraspur
Phatepur,524 4 11 57 5 007,Phattepur
Piparhawa,524 4 11 57 5 022,Piprahawa
Puraina,524 4 11 57 5 025,Puraina
Puraini,524 4 11 57 5 026,Puraini
Radhapur,524 4 11 57 5 035,Radhapur
Rajhena,524 4 11 57 5 011,Rajhena
Raniyapur,524 4 11 57 5 042,Raniyapur
Saigaun,524 4 11 57 5 031,Saigaun
Samserganj,524 4 11 57 5 010,Samserganj
Sitapur,524 4 11 57 5 036,Sitapur
Sonapur,524 4 11 57 5 041,Sounpur
Titihiriya,524 4 11 57 5 043,Titihiriya
Udarapur,524 4 11 57 5 039,Udarapur
Udayapur,524 4 11 57 5 024,Udayapur
Badalpur,524 4 11 58 5 020,Badalpur
Baganaha,524 4 11 58 5 030,Bagnaha
Baniyabhar,524 4 11 58 5 014,Baniyabhar
Belawa,524 4 11 58 5 009,Belawa
Bhimapur,524 4 11 58 5 018,Bhimapur
Daulatpur,524 4 11 58 5 023,Daulatpur
Deudakala,524 4 11 58 5 006,Deudakla
Dhadhawar,524 4 11 58 5 008,Dhadhawar
Dhodhari,524 4 11 58 5 015,Dhodari
Gola,524 4 11 58 5 026,Gola
Gulariya N.P.,524 4 11 58 3 001,Gulariya Municipality
Jamuni,524 4 11 58 5 001,Jamuni
Kalika,524 4 11 58 5 002,Kalika
KhairiChandanpur,524 4 11 58 5 016,Khairichandanpur
Magaragadi,524 4 11 58 5 007,Magaragadhi
Mahamadpur,524 4 11 58 5 010,Mahamadpur
ManpurMainapokhar,524 4 11 58 5 003,Mainapokhar
Manau,524 4 11 58 5 021,Manau
ManpurTapara,524 4 11 58 5 017,Manpurtapara
Motipur,524 4 11 58 5 005,Motipur
NayaGaun,524 4 11 58 5 022,Nayagaun
Neulapur,524 4 11 58 5 028,Neulapur
Padanaha,524 4 11 58 5 012,Padanaha
Pasupatinagar,524 4 11 58 5 024,Pashupatinagar
Patabhar,524 4 11 58 5 025,Patabhar
Rajapur,524 4 11 58 5 019,Rajapur
Royal Bardiya Nartional Park,524 4 11 58 9 001,Royal Bardiya National Park
Sanashree,524 4 11 58 5 013,Sanoshri
Sivapur,524 4 11 58 5 027,Shivapur
Sorhawa,524 4 11 58 5 004,Sorhawa
Suryapatawa,524 4 11 58 5 031,Suryapatuwa
Taratal,524 4 11 58 5 011,Taratal
Thakudwara,524 4 11 58 5 029,Thakurdwara
Agragaun,524 4 11 59 5 017,Agrigaun
AWALCHING,524 4 11 59 5 012,Awalching
Babiyachaur,524 4 11 59 5 041,Babiyachur
Bajedichaur,524 4 11 59 5 018,Bajedichaur
Betan,524 4 11 59 5 034,Betam
Bijaura,524 4 11 59 5 035,Bijora
Birendra Nagar N.P.,524 4 11 59 3 001,Birendranagar Municipality
Chapre,524 4 11 59 5 040,Chhapre
Chhinchu,524 4 11 59 5 002,Chhinchu
Dahachaur,524 4 11 59 5 024,Dahachaur
Dandakhali,524 4 11 59 5 022,Dandakhali
Dasarathpur,524 4 11 59 5 004,Dasharathpur
Dharapani,524 4 11 59 5 027,Dharapani
GadiBayalkada,524 4 11 59 5 045,Gadhi
Garpan,524 4 11 59 5 010,Garpan
GhatGaun,524 4 11 59 5 037,Ghatgaun
Ghoreta,524 4 11 59 5 015,Ghoreta
Ghumkhahare,524 4 11 59 5 026,Ghumkhahare
Gumi,524 4 11 59 5 025,Gumi
Guthu,524 4 11 59 5 036,Guthu
Hariharpur,524 4 11 59 5 048,Hariharpur
Jarbuta,524 4 11 59 5 050,Jarbuta
Kalyan,524 4 11 59 5 005,Kalyanpur
Kafalkot,524 4 11 59 5 016,Kaphal Kot
Kaprichaur,524 4 11 59 5 023,Kaprichaur
Khanikholla,524 4 11 59 5 020,Khanikhola
Kunathari,524 4 11 59 5 044,Kunathari
Lagaam,524 4 11 59 5 033,Lagam
Latikoili,524 4 11 59 5 030,Latikoili
Lekhgaun,524 4 11 59 5 046,Lekgaun
Lekhparajul,524 4 11 59 5 001,Lekhparajul
Lekhfarsa,524 4 11 59 5 007,Lekhpharsa
Maintada,524 4 11 59 5 028,Maintara
Malarani,524 4 11 59 5 032,Malarani
Matela,524 4 11 59 5 013,Matela
Mehelkuna,524 4 11 59 5 029,Mehelkuna
Neta,524 4 11 59 5 006,Neta
Pamka,524 4 11 59 5 011,Pamka
Pokharikanda,524 4 11 59 5 043,Pokharikanda
Rajena,524 4 11 59 5 019,Rajena
Rakam,524 4 11 59 5 021,Rakam
Ramghat,524 4 11 59 5 003,Ramghat
Ranibas,524 4 11 59 5 014,Ranibas
Ratu,524 4 11 59 5 009,Ratudevistan
Sahare,524 4 11 59 5 031,Sahare
Salkot,524 4 11 59 5 042,Salkot
Satakhani,524 4 11 59 5 008,Satakhani
Taranga,524 4 11 59 5 047,Taranga Ghat
Tatopani,524 4 11 59 5 038,Tatopani
Uttarganga,524 4 11 59 5 049,Uttarganga
Bidyapur,524 4 11 59 5 039,Vidyapur
Archhani,524 4 11 60 5 026,Archhani
BhagawatiTol,524 4 11 60 5 015,Bhagawatitol
Bhoor,524 4 11 60 5 001,Bhur
Daha,524 4 11 60 5 025,Daha
Dandagaun,524 4 11 60 5 012,Dandagaun
Dasera,524 4 11 60 5 020,Dasera
Dhime,524 4 11 60 5 005,Dhime
Garkhakot,524 4 11 60 5 024,Garkhakot
Jagatipur,524 4 11 60 5 002,Jagatipur
Khalanga,524 4 11 60 5 004,Jajarkot (Khalanga)
Jhapra,524 4 11 60 5 029,Jhapra
JungaThapachaur,524 4 11 60 5 018,Jungathapachaur
Karkigaun,524 4 11 60 5 030,Karkigaun
Khagenkot,524 4 11 60 5 013,Khagenakot
Kortrang,524 4 11 60 5 023,Kortang
Lahai,524 4 11 60 5 011,Laha
Majhakot,524 4 11 60 5 022,Majkot
Nayakwada,524 4 11 60 5 008,Nayakbada
Pajaru,524 4 11 60 5 028,Padaru
Paink,524 4 11 60 5 006,Paik
Punama,524 4 11 60 5 003,Punma
Ragda,524 4 11 60 5 014,Ragda
Ramidanda,524 4 11 60 5 009,Ramidanda
Rokayagaun,524 4 11 60 5 007,Rokayagaun
Sakala,524 4 11 60 5 010,Sakla
Salma,524 4 11 60 5 019,Salma
Sima,524 4 11 60 5 016,Sima
Suwanauli,524 4 11 60 5 021,Suwanauli
Talegaun,524 4 11 60 5 027,Talegaun
ThalaRaikar,524 4 11 60 5 017,Thalarekar
AwalParajul,524 4 11 61 5 007,Awalparajul
BadaBhairab,524 4 11 61 5 011,Badabhairav
BadaKhola,524 4 11 61 5 024,Badakhola
Badalamji,524 4 11 61 5 040,Badalamji
Baluwatar,524 4 11 61 5 030,Baluwatar
Baraha,524 4 11 61 5 002,Baraha
Bansi,524 4 11 61 5 026,Basi
Belpata,524 4 11 61 5 009,Belpata
MairiKalikathum,524 4 11 61 5 042,Bhairikalikathum
Bhawani,524 4 11 61 5 029,Bhawani
Bindhyabasini,524 4 11 61 5 018,Bindhyabasini
Bisalla,524 4 11 61 5 047,Bisalla
Chamunda,524 4 11 61 5 045,Chamundasthan
Chauratha,524 4 11 61 5 019,Choratha
DadaParajul,524 4 11 61 5 008,Dandaparajul
Dullu,524 4 11 61 5 037,Dullu
Odhari,524 4 11 61 5 023,Dwari
Gamaudi,524 4 11 61 5 036,Gamaudi
Gauri,524 4 11 61 5 032,Gauri
Goganpani,524 4 11 61 5 004,Goganpani
PusakotChiudi,524 4 11 61 5 034,Hiudi Pusakot
Jaganath,524 4 11 61 5 013,Jaganath
Jambukandh,524 4 11 61 5 043,Jambukandh
KalBhairab,524 4 11 61 5 033,Kalbhairav
Kalika,524 4 11 61 5 022,Kalika
Kasikandh,524 4 11 61 5 027,Kasikandh
Katti,524 4 11 61 5 012,Katti
Kharigera,524 4 11 61 5 025,Khadigaira
Khadkawada,524 4 11 61 5 001,Khadkabada
Kusapani,524 4 11 61 5 046,Kusapani
Lakandra,524 4 11 61 5 048,Lakandra
Lakuri,524 4 11 61 5 010,Lakuri
Lalikanda,524 4 11 61 5 006,Lalikanda
LyatiBindraseni,524 4 11 61 5 044,Layati
Malika,524 4 11 61 5 031,Malika
Moheltolee,524 4 11 61 5 014,Mehaltoli
Narayan N.P.,524 4 11 61 3 001,Narayan Municipality
NauleKatuwal,524 4 11 61 5 035,Naule Katuwal
Nomule,524 4 11 61 5 021,Naumule
Nepa,524 4 11 61 5 038,Nepa
Padukasthan,524 4 11 61 5 041,Padukasthan
Pagnath,524 4 11 61 5 016,Pagnath
Piladi,524 4 11 61 5 005,Piladi
Pipalkot,524 4 11 61 5 054,Pipalkot
RakamKarnali,524 4 11 61 5 055,Rakam
Raniban,524 4 11 61 5 028,Raniban
RawatKot,524 4 11 61 5 039,Rawatkot
Room,524 4 11 61 5 015,Rum
Salleri,524 4 11 61 5 020,Salleri
Santalla,524 4 11 61 5 049,Satala
Seri,524 4 11 61 5 003,Seri
Sigaudi,524 4 11 61 5 051,Sigodi
Sinhasain,524 4 11 61 5 053,Singasain
Tilepata,524 4 11 61 5 052,Tilepata
Toli,524 4 11 61 5 017,Toli
Tolijaisi,524 4 11 61 5 050,Tolijaisi
Bhijer,524 4 12 62 5 016,Bhijer
Chharka,524 4 12 62 5 022,Chharka
Dho,524 4 12 62 5 020,Dho
Dunai,524 4 12 62 5 001,Dunai
Jufal,524 4 12 62 5 002,Juphal
Kaigaun,524 4 12 62 5 013,Kaingaon
Kalika,524 4 12 62 5 009,Kalika
Lawan,524 4 12 62 5 019,Lawan
Laha,524 4 12 62 5 008,Lhan
Likhu,524 4 12 62 5 007,Liku
Majhfal,524 4 12 62 5 003,Majhphal
Mukot,524 4 12 62 5 023,Mukot
Narku,524 4 12 62 5 010,Narku
Pahada,524 4 12 62 5 006,Pahada
Phoksundo,524 4 12 62 5 014,Phoksundo
Raha,524 4 12 62 5 015,Raha
RIMI,524 4 12 62 5 012,Rimi
Sahartara,524 4 12 62 5 021,Sahartara
Saldang,524 4 12 62 5 017,Saldang
Sarmi,524 4 12 62 5 011,Sarmi
Suhun,524 4 12 62 5 004,Suhu
Tinje,524 4 12 62 5 018,Tinje
Tripurakot,524 4 12 62 5 005,Tripurakot
Badki,524 4 12 63 5 021,Badki
Birat,524 4 12 63 5 026,Birat
Buvramadichaur,524 4 12 63 5 029,Bumra Madichour
ChandanNath,524 4 12 63 5 002,Chandannath
Chhumchaur,524 4 12 63 5 004,Chhumchour
Depalgaun,524 4 12 63 5 009,Depalgaun
Dhapa,524 4 12 63 5 024,Dhap
Dillichaur,524 4 12 63 5 005,Dillichour
Garjyangkot,524 4 12 63 5 008,Garjyankot
Guthichaur,524 4 12 63 5 007,Gothichour
Haku,524 4 12 63 5 011,Haku
Kalikakhetu,524 4 12 63 5 020,Kalika
Kanakasundari,524 4 12 63 5 028,Kanaksundari (Choutha)
KartikSwami,524 4 12 63 5 010,Kartikswami
Sanigaun,524 4 12 63 5 022,Khanigaun
Kudari,524 4 12 63 5 015,Kundari
Labhra,524 4 12 63 5 012,Lamra
Lihi(Rara),524 4 12 63 5 018,Lihi
MahabePattharkhola,524 4 12 63 5 019,Mahabai
GhodeMahadev,524 4 12 63 5 017,Mahadev
MahatGaun,524 4 12 63 5 001,Mahatgaun
Malikathota,524 4 12 63 5 016,Malika
MalikaBota,524 4 12 63 5 027,Malikabota (Hatsinja)
Narakot,524 4 12 63 5 023,Narakot
Pandawagufa,524 4 12 63 5 025,Pandabgupha
Patarasi,524 4 12 63 5 006,Patarasi
Patmara,524 4 12 63 5 030,Patmara
Talium,524 4 12 63 5 003,Talium
Tamti,524 4 12 63 5 014,Tamti
Tatopani,524 4 12 63 5 013,Tatopani
Badalkot,524 4 12 64 5 004,Badalkot
Marta,524 4 12 64 5 017,Bharta
Chhapre,524 4 12 64 5 023,Chhapre
Chilkhaya,524 4 12 64 5 022,Chilkhaya
Dah,524 4 12 64 5 002,Daha Phalgaun
Dholagoh,524 4 12 64 5 028,Dholagoha
Gela,524 4 12 64 5 020,Gela
Jubika,524 4 12 64 5 024,Jubitha
Khin,524 4 12 64 5 029,Khin
Kotbada,524 4 12 64 5 014,Kotwada
Kumalgaun,524 4 12 64 5 015,Kumalgaun
Lalu,524 4 12 64 5 016,Lalu
Malkot,524 4 12 64 5 030,Malkot
Manma,524 4 12 64 5 001,Manma Khadachakra
Mehalmudi,524 4 12 64 5 011,Mehal Mudi
Mugraha,524 4 12 64 5 019,Mugraha (Kalika)
Mumra,524 4 12 64 5 010,Mumra
Nanikot,524 4 12 64 5 005,Nanikot
Odanku,524 4 12 64 5 021,Odanku
Pakha,524 4 12 64 5 003,Pakhapani
Phoimahadev,524 4 12 64 5 026,Phoimahadev
Phukot,524 4 12 64 5 007,Phukot
Ranku,524 4 12 64 5 012,Raku
Ramnakot,524 4 12 64 5 006,Ramnakot
Ramchuli,524 4 12 64 5 025,Ranchuli
Rupsha,524 4 12 64 5 013,Rupsa
Sipkhana,524 4 12 64 5 009,Sipkhana
Sukatiya,524 4 12 64 5 018,Sukatinya
Syuna,524 4 12 64 5 008,Syuna
Thirpu,524 4 12 64 5 027,Thirpu
Bhiyee,524 4 12 65 5 024,Bhihi
Dhainakot,524 4 12 65 5 016,Dhain
Dolphu,524 4 12 65 5 009,Dolphu
Gumtha,524 4 12 65 5 023,Gumtha
Hyanglu,524 4 12 65 5 017,Hyandalu
Jima,524 4 12 65 5 011,Jim
RaraKalai,524 4 12 65 5 015,Kalai
Karkibada,524 4 12 65 5 001,Karkibada
Khaumale,524 4 12 65 5 022,Khamale
Kimari,524 4 12 65 5 010,Kimari
Kotdanda,524 4 12 65 5 018,Kotdanda
Mangri,524 4 12 65 5 004,Magri
Mugu,524 4 12 65 5 007,Mugu
Natharpu,524 4 12 65 5 012,Natharpu
Photu,524 4 12 65 5 013,Photu
Pina,524 4 12 65 5 002,Pina
Pulu,524 4 12 65 5 008,Pulu
Rara(Gilas),524 4 12 65 5 014,Rara
Rowa,524 4 12 65 5 005,Rowa
Ruga,524 4 12 65 5 006,Ruga
Seri,524 4 12 65 5 021,Seri
Shreekot,524 4 12 65 5 020,Shreekot
ShreeNagar,524 4 12 65 5 003,Shreenagar
Sukhadhik,524 4 12 65 5 019,Sukhadhik
Baraigaun,524 4 12 66 5 024,Baraha Gaun
Bargaun,524 4 12 66 5 002,Bargaun
Chhipra,524 4 12 66 5 012,Chhipra
Dandafaya,524 4 12 66 5 004,Dandaphaya
Darma,524 4 12 66 5 018,Darma
Gothi,524 4 12 66 5 016,Gothi
Hepka,524 4 12 66 5 003,Hekpa
Jair,524 4 12 66 5 026,Jair
Kalika,524 4 12 66 5 027,Kalika
Khagalgaun,524 4 12 66 5 006,Khagalgaun
Kharpunath,524 4 12 66 5 011,Kharpunath
Lali,524 4 12 66 5 013,Lali
Limi,524 4 12 66 5 009,Limi
Madana,524 4 12 66 5 014,Madana
Maila,524 4 12 66 5 025,Maila
Melchham,524 4 12 66 5 017,Menchham
Mimi,524 4 12 66 5 019,Mimi
Muchu,524 4 12 66 5 008,Muchu
Raya,524 4 12 66 5 021,Raya
Rodikot,524 4 12 66 5 015,Redikot
Sarkeedeu,524 4 12 66 5 007,Sarkideu
Saya(Sama),524 4 12 66 5 022,Saya
Shreemastha,524 4 12 66 5 020,Shreemashtha
ShreeNagar,524 4 12 66 5 023,Shreenagar
Simikot,524 4 12 66 5 001,Simikot
Syada,524 4 12 66 5 005,Syanda
Thehe,524 4 12 66 5 010,Theh
Banjh,524 5 13 67 5 035,Banjh
Bhairabanath,524 5 13 67 5 042,Bhairavnath
Bhamchaur,524 5 13 67 5 034,Bhanchaur
Bhatekhola,524 5 13 67 5 010,Bhatekhola
Byasi,524 5 13 67 5 020,Byasi
Chainpur,524 5 13 67 5 006,Chainpur
Chaudhari,524 5 13 67 5 041,Chaudhari
Dahabagar,524 5 13 67 5 031,Dahabagar
Dangaji,524 5 13 67 5 043,Dangaji
Dantola,524 5 13 67 5 007,Datola
Daulichaur,524 5 13 67 5 002,Daulichaur
Deulekh,524 5 13 67 5 037,Deulek
Deulikot,524 5 13 67 5 033,Deulikot
Dhamena,524 5 13 67 5 005,Dhamena
Gadaraya,524 5 13 67 5 028,Gadaraya
Hemantabada,524 5 13 67 5 014,Hemantabada
Kadel,524 5 13 67 5 019,Kadel
Kailash,524 5 13 67 5 013,Kailash
Kalukheti,524 5 13 67 5 026,Kalukheti
Kanda,524 5 13 67 5 004,Kanda
Kaphalaseri,524 5 13 67 5 029,Kaphalseri
Khaptad National Park,524 5 13 67 9 001,Khaptad National Park
Khiratadi,524 5 13 67 5 032,Khiratadi
Koiralakot,524 5 13 67 5 046,Koiralakot
KotBhairab,524 5 13 67 5 045,Kotbhairav
Kotdewal,524 5 13 67 5 012,Kotdeval
Lamatola,524 5 13 67 5 023,Lamatola
Lekhgau,524 5 13 67 5 018,Lekgaun
Luyanta,524 5 13 67 5 017,Luyata
Majhigau,524 5 13 67 5 024,Majhigaun
Malumela,524 5 13 67 5 022,Malumela
Mashdev,524 5 13 67 5 011,Mashtadev
Matela,524 5 13 67 5 021,Matela
Maulali,524 5 13 67 5 040,Maulali
Melbisauni,524 5 13 67 5 008,Melbisauni
Parakatne,524 5 13 67 5 044,Parakatne
Patadewal,524 5 13 67 5 027,Patadeval
Pauwagadhi,524 5 13 67 5 025,Pauwagadhi
Pipalkot,524 5 13 67 5 030,Pipalkot
Rayal,524 5 13 67 5 039,Rayal
Rilu,524 5 13 67 5 009,Rilu
Rithapata,524 5 13 67 5 015,Rithapata
Sainpasela,524 5 13 67 5 047,Senpasela
Subeda,524 5 13 67 5 016,Subeda
Sunikot,524 5 13 67 5 003,Sunikot
Sunkuda,524 5 13 67 5 038,Sunkuda
Surma,524 5 13 67 5 001,Surma
Syandi,524 5 13 67 5 036,Syadi
Atichaur,524 5 13 68 5 017,Atichaur
Bai,524 5 13 68 5 007,Bai
Baddhu,524 5 13 68 5 010,Bandhu
Barhabise,524 5 13 68 5 022,Barhabise
Bichhaiyan,524 5 13 68 5 011,Bichchhe
Bramhatola,524 5 13 68 5 024,Bramhatola
Budhiganga,524 5 13 68 5 001,Budhiganga
Chhatara,524 5 13 68 5 027,Chhatara
Dahakot,524 5 13 68 5 015,Dahakot
Dogadi,524 5 13 68 5 018,Dogadi
Gotree,524 5 13 68 5 004,Gotri
Gudukhati,524 5 13 68 5 019,Gudukhati
Jagannath,524 5 13 68 5 005,Jagannath
Jayabageswori,524 5 13 68 5 021,Jayabageshwari
Jugada,524 5 13 68 5 003,Jugada
Jukot,524 5 13 68 5 008,Jukot
Kailashmandau,524 5 13 68 5 025,Kailashmadaun
Kanda,524 5 13 68 5 020,Kanda
Khaptad National Park,524 5 13 68 9 001,Khaptad National Park
Kolti,524 5 13 68 5 013,Kolti
Kotila,524 5 13 68 5 006,Kotila
Kuldeumadau,524 5 13 68 5 023,Kuldeumadaun
Manakot,524 5 13 68 5 016,Manakot
Martadi,524 5 13 68 5 002,Martadi
Pandusain,524 5 13 68 5 014,Pandusain
Rugin,524 5 13 68 5 012,Rugin
Sapata,524 5 13 68 5 009,Sapata
Tolidewal,524 5 13 68 5 026,Tolideval
Baijinath,524 5 13 69 5 001,Baijanath
Walant,524 5 13 69 5 069,Balanta
Bannatoli,524 5 13 69 5 028,Bannatoli
Baradadivi,524 5 13 69 5 036,Baradadevi
Warla,524 5 13 69 5 051,Barla
Basti,524 5 13 69 5 049,Basti
Batulasen,524 5 13 69 5 041,Batulasain
Babala,524 5 13 69 5 008,Bawala
Bhagyaswori,524 5 13 69 5 025,Bhagyashwari
Bhairabsthan,524 5 13 69 5 061,Bhairavsthan
Bhatakatiya,524 5 13 69 5 042,Bhatakatiya
Bindhyawasini,524 5 13 69 5 016,Bindhyabasini
Birpath,524 5 13 69 5 029,Birpath
Budhakot,524 5 13 69 5 009,Budhakot
Chalsa,524 5 13 69 5 053,Chalsa
Chandika(Bayalpata),524 5 13 69 5 026,Chandika
Chaphamandau,524 5 13 69 5 043,Chaphamadaun
Darna,524 5 13 69 5 044,Darna
Devisthan,524 5 13 69 5 010,Devisthan
Dhakari,524 5 13 69 5 070,Dhakari
Dhaku,524 5 13 69 5 071,Dhaku
Dhamali,524 5 13 69 5 062,Dhamali
Dhungachalna,524 5 13 69 5 072,Dhungachalna
Duni,524 5 13 69 5 012,Duni
Gajara,524 5 13 69 5 037,Gajara
Dhodasain,524 5 13 69 5 073,Ghodasain
Dhudharukot,524 5 13 69 5 011,Ghughurkot
Hatikot,524 5 13 69 5 017,Hattikot
Hichma,524 5 13 69 5 074,Hichma
Jalapadevi,524 5 13 69 5 002,Jalapadevi
Janalibandali,524 5 13 69 5 030,Janali Bandali
Janalikot,524 5 13 69 5 038,Janalikot
Jupu,524 5 13 69 5 031,Jupu
Kalagau,524 5 13 69 5 032,Kalagaun
Kalekanda,524 5 13 69 5 054,Kalekanda
Kalika,524 5 13 69 5 039,Kalika
Kalikasthan,524 5 13 69 5 055,Kalikasthan
Khaptad,524 5 13 69 5 013,Khaptad
Khaptad National Park,524 5 13 69 9 001,Khaptad National Park
Kuika,524 5 13 69 5 056,Kuika
Kuntibandali,524 5 13 69 5 033,Kunti Bandali
Kushkot,524 5 13 69 5 018,Kuskot
Layati,524 5 13 69 5 057,Layati
Lungra,524 5 13 69 5 003,Lunga
Malatikot,524 5 13 69 5 045,Malatikot
Mangalsen,524 5 13 69 5 034,Mangalsen
Marku,524 5 13 69 5 004,Marku
Mastamandau,524 5 13 69 5 019,Mashtamadaun
Mashtanamdali,524 5 13 69 5 075,Masyawandali
Bhuli,524 5 13 69 5 063,Muli
Nada,524 5 13 69 5 064,Nada
Nandegada,524 5 13 69 5 021,Nandegada
Nawathana,524 5 13 69 5 020,Nawathana
Oligau,524 5 13 69 5 035,Oligaun
Patalkot,524 5 13 69 5 014,Patalkot
Payal,524 5 13 69 5 005,Payal
Pulletala,524 5 13 69 5 058,Pulletaula
Rahaph,524 5 13 69 5 065,Rahaph
Ramarosan,524 5 13 69 5 048,Ramarosan
Raniban,524 5 13 69 5 066,Raniban
Ridikot,524 5 13 69 5 027,Ridikot
Risidaha,524 5 13 69 5 022,Rishidaha
Santada,524 5 13 69 5 046,Santada
Soukat,524 5 13 69 5 007,Saukat
Sera,524 5 13 69 5 050,Sera
Siddheswor,524 5 13 69 5 015,Siddheshwar
Khodasadevi,524 5 13 69 5 023,Sodasadevi
Sutar,524 5 13 69 5 047,Sutar
Siudi,524 5 13 69 5 006,Syudi
Toli,524 5 13 69 5 059,Tauli
Thanti,524 5 13 69 5 024,Thanti
Timilsain,524 5 13 69 5 040,Timilsain
Tosi,524 5 13 69 5 067,Tosi
Turmakhad,524 5 13 69 5 068,Turmakhad
Binayak,524 5 13 69 5 052,Vinayak
Bayala,524 5 13 69 5 060,Wayala
Wagalek,524 5 13 70 5 009,Baglek
BanjaKakani,524 5 13 70 5 015,Banjhkakani
Banlek,524 5 13 70 5 022,Banlek
Barchhen,524 5 13 70 5 037,Barchhain
Warpata,524 5 13 70 5 016,Barpata
Basudevi,524 5 13 70 5 026,Basudevi
Bhumirajmadau,524 5 13 70 5 048,Bhumirajmadaun
ChawaraChautara,524 5 13 70 5 042,Chamarachautara
Chhapali,524 5 13 70 5 010,Chhapali
Chhatiwan,524 5 13 70 5 031,Chhatiwan
Dahakalikasthan,524 5 13 70 5 017,Dahakalikasthan
Daud,524 5 13 70 5 011,Daud
Dhanglagau,524 5 13 70 5 038,Dhanglagaun
Dhirkamandau,524 5 13 70 5 043,Dhirkamadaun
Dipayal Silgadhi N.P.,524 5 13 70 3 001,Dipayal Silgadhi Municipality
Durgamadau,524 5 13 70 5 049,Durgamadaun
Gadasera,524 5 13 70 5 032,Gadsera
Gaguda,524 5 13 70 5 044,Gaguda
Gaihragau,524 5 13 70 5 003,Gairagaun
Ganjari,524 5 13 70 5 004,Gajari
Ghanteswor,524 5 13 70 5 033,Ghanteshwar
Girichauka,524 5 13 70 5 012,Girichauka
Jijodamandau,524 5 13 70 5 023,Jijodamadaun
Kadamadaun,524 5 13 70 5 005,Kadamadaun
Kalena,524 5 13 70 5 001,Kalena
Kalikasthan,524 5 13 70 5 018,Kalikasthan
Kanachaur,524 5 13 70 5 045,Kanachaur
Kapalleki,524 5 13 70 5 050,Kaphalleki
KedarAkhada,524 5 13 70 5 046,Kedar Akhada
Khaptad National Park,524 5 13 70 9 001,Khaptad National Park
Khatiwada,524 5 13 70 5 013,Khatiwada
Khirsain,524 5 13 70 5 006,Khirsain
Ladagada,524 5 13 70 5 002,Ladagada
Lamikhal,524 5 13 70 5 019,Lamikhal
LanaKedareswor,524 5 13 70 5 039,Lana Kedareshwar
Latamandau,524 5 13 70 5 024,Latamadaun
LaxmiNagar,524 5 13 70 5 034,Laxminagar
Mahadevsthan,524 5 13 70 5 020,Mahadevsthan
Mannakapadi,524 5 13 70 5 040,Mannakapadi
Mudabhara,524 5 13 70 5 028,Mudbhara
Mudhegau,524 5 13 70 5 029,Mudegaun
Nirauli,524 5 13 70 5 035,Nirauli
Pachanali,524 5 13 70 5 030,Pachnali
Pokhari,524 5 13 70 5 007,Pokhari
Ranagau,524 5 13 70 5 025,Ranagaun
Sanagau,524 5 13 70 5 008,Sanagaun
Saraswotinagar,524 5 13 70 5 036,Saraswatinagar
Satphari,524 5 13 70 5 047,Sataphari
Simchaur,524 5 13 70 5 041,Simchaur
Tijali,524 5 13 70 5 021,Tijali
Tikhatar,524 5 13 70 5 027,Tikhatar
Toleni,524 5 13 70 5 014,Toleni
Baliya,524 5 13 71 5 009,Baliya
Basauti,524 5 13 71 5 023,Basauti
Boniya,524 5 13 71 5 017,Bauniya
Beladevipur,524 5 13 71 5 032,Beladevipur
Bhajani,524 5 13 71 5 014,Bhajani
Chaumala,524 5 13 71 5 040,Chaumala
Chauha,524 5 13 71 5 010,Chuha
