p_code,hlcit,vdc
M-RAP-52-030,524 4 10 55 5 032,Majhkot
M-RAP-52-031,524 4 10 55 5 030,Maranthana
M-RAP-52-032,524 4 10 55 5 010,Markawang
M-RAP-52-033,524 4 10 55 5 046,Narikot
M-RAP-52-034,524 4 10 55 5 015,Nayagaun
M-RAP-52-035,524 4 10 55 5 047,Okharkot
M-RAP-52-036,524 4 10 55 5 006,Pakala
M-RAP-52-037,524 4 10 55 5 035,Phopli
M-RAP-52-038,524 4 10 55 5 043,Puja
M-RAP-52-039,524 4 10 55 5 028,Khalanga
M-RAP-52-040,524 4 10 55 5 040,Rajwara
M-RAP-52-041,524 4 10 55 5 012,Ramdi
M-RAP-52-042,524 4 10 55 5 007,Rasapukot
M-RAP-52-043,524 4 10 55 5 025,Sari
M-RAP-52-044,524 4 10 55 5 022,Swargadwari
M-RAP-52-045,524 4 10 55 5 039,Sayueliwang
M-RAP-52-046,524 4 10 55 5 011,Tiram
M-RAP-52-047,524 4 10 55 5 031,Torwang
M-RAP-52-048,524 4 10 55 5 034,Tusara
M-RAP-52-049,524 4 10 55 5 049,Bangemarot
M-RAP-53-001,524 4 10 54 5 005,Ares
M-RAP-53-002,524 4 10 54 5 042,Bhawang
M-RAP-53-003,524 4 10 54 5 050,Mirul
M-RAP-53-004,524 4 10 54 5 033,Budhagaun
M-RAP-53-005,524 4 10 54 5 014,Dhawang
M-RAP-53-006,524 4 10 54 5 026,Dubring
M-RAP-53-007,524 4 10 54 5 027,Dubidanda
M-RAP-53-008,524 4 10 54 5 046,Iriwang
M-RAP-53-009,524 4 10 54 5 013,Phagam
M-RAP-53-010,524 4 10 54 5 020,Gam
M-RAP-53-011,524 4 10 54 5 032,Gairigaun
M-RAP-53-012,524 4 10 54 5 011,Gajul
M-RAP-53-013,524 4 10 54 5 038,Ghartigaun
M-RAP-53-014,524 4 10 54 5 003,Ghodagaun
M-RAP-53-015,524 4 10 54 5 023,Gumchal
M-RAP-53-016,524 4 10 54 5 022,Harjung
M-RAP-53-017,524 4 10 54 5 017,Jailwang
M-RAP-53-018,524 4 10 54 5 016,Jaimakasala
M-RAP-53-019,524 4 10 54 5 036,Jankot
M-RAP-53-020,524 4 10 54 5 002,Jalipokhari
M-RAP-53-021,524 4 10 54 5 007,Jedwang
M-RAP-53-022,524 4 10 54 5 029,Jhenam
M-RAP-53-023,524 4 10 54 5 040,Jinawang
M-RAP-53-024,524 4 10 54 5 034,Jugar
M-RAP-53-025,524 4 10 54 5 031,Kareti
M-RAP-53-026,524 4 10 54 5 010,Khumel
M-RAP-53-027,524 4 10 54 5 004,Khangari
M-RAP-53-028,524 4 10 54 5 037,Korchawang
M-RAP-53-029,524 4 10 54 5 035,Kotgaun
M-RAP-53-030,524 4 10 54 5 049,Kureli
M-RAP-53-031,524 4 10 54 5 012,Liwang
M-RAP-53-032,524 4 10 54 5 001,Masina
M-RAP-53-033,524 4 10 54 5 009,Mijhing
M-RAP-53-034,524 4 10 54 5 030,Nuwagaun
M-RAP-53-035,524 4 10 54 5 047,Pachawang
M-RAP-53-036,524 4 10 54 5 045,Pakhapani
M-RAP-53-037,524 4 10 54 5 024,Pang
M-RAP-53-038,524 4 10 54 5 048,Rangkot
M-RAP-53-039,524 4 10 54 5 043,Rangsi
M-RAP-53-040,524 4 10 54 5 044,Raku
M-RAP-53-041,524 4 10 54 5 028,Sakhi
M-RAP-53-042,524 4 10 54 5 019,Seram
M-RAP-53-043,524 4 10 54 5 025,Shirp
M-RAP-53-044,524 4 10 54 5 021,Siuri
M-RAP-53-045,524 4 10 54 5 041,Talwang
M-RAP-53-046,524 4 10 54 5 006,Tawang
M-RAP-53-047,524 4 10 54 5 051,Thwang
M-RAP-53-048,524 4 10 54 5 018,Uba
M-RAP-53-049,524 4 10 54 5 008,Badachour
M-RAP-53-050,524 4 10 54 5 015,Hwama
M-RAP-53-051,524 4 10 54 5 039,Ot
M-RAP-54-001,524 4 10 52 5 036,Aathbisdandagaun
M-RAP-54-002,524 4 10 52 5 037,Aathbiskot
M-RAP-54-003,524 4 10 52 5 032,Arma
M-RAP-54-004,524 4 10 52 5 041,Baphikot
M-RAP-54-005,524 4 10 52 5 003,Bhalakcha
M-RAP-54-006,524 4 10 52 5 024,Chourjahari
M-RAP-54-007,524 4 10 52 5 029,Chhiwang Peudha
M-RAP-54-008,524 4 10 52 5 007,Chokhawang
M-RAP-54-009,524 4 10 52 5 008,Chunwang
M-RAP-54-010,524 4 10 52 5 039,Duli
M-RAP-54-011,524 4 10 52 5 034,Garayala
M-RAP-54-012,524 4 10 52 5 043,Gotamkot
M-RAP-54-013,524 4 10 52 5 035,Dhetma
M-RAP-54-014,524 4 10 52 5 022,Hukam
M-RAP-54-015,524 4 10 52 5 031,Jang
M-RAP-54-016,524 4 10 52 5 040,Jhula
M-RAP-54-017,524 4 10 52 5 016,Kanda
M-RAP-54-018,524 4 10 52 5 019,Kakri
M-RAP-54-019,524 4 10 52 5 001,Khara
M-RAP-54-020,524 4 10 52 5 027,Kholagaun
M-RAP-54-021,524 4 10 52 5 020,Kol
M-RAP-54-022,524 4 10 52 5 025,Kotjahari
M-RAP-54-023,524 4 10 52 5 038,Magma
M-RAP-54-024,524 4 10 52 5 018,Mahatgaun
M-RAP-54-025,524 4 10 52 5 017,Marwang
M-RAP-54-026,524 4 10 52 5 030,Muru
M-RAP-54-027,524 4 10 52 5 004,Musikot
M-RAP-54-028,524 4 10 52 5 028,Nuwakot
M-RAP-54-029,524 4 10 52 5 011,Pipal
M-RAP-54-030,524 4 10 52 5 010,Pokhara
M-RAP-54-031,524 4 10 52 5 026,Purtimdanda
M-RAP-54-032,524 4 10 52 5 012,Pwang
M-RAP-54-033,524 4 10 52 5 014,Peudha
M-RAP-54-034,524 4 10 52 5 015,Ransi
M-RAP-54-035,524 4 10 52 5 023,Ranmamaikot
M-RAP-54-036,524 4 10 52 5 002,Rugha
M-RAP-54-037,524 4 10 52 5 006,Sankh
M-RAP-54-038,524 4 10 52 5 033,Simli
M-RAP-54-039,524 4 10 52 5 013,Sisne
M-RAP-54-040,524 4 10 52 5 009,Shova
M-RAP-54-041,524 4 10 52 5 042,Syalakhadhi
M-RAP-54-042,524 4 10 52 5 005,Syalpakha
M-RAP-54-043,524 4 10 52 5 021,Taksera
M-RAP-55-001,524 4 10 53 5 009,Badagaun
M-RAP-55-002,524 4 10 53 5 004,Waphukhola
M-RAP-55-003,524 4 10 53 5 014,Bajhkanda
M-RAP-55-004,524 4 10 53 5 019,Bangadbame
M-RAP-55-005,524 4 10 53 5 010,Bhalchaur
M-RAP-55-006,524 4 10 53 5 001,Chad Kareni
M-RAP-55-007,524 4 10 53 5 027,Chhayakshetra
M-RAP-55-008,524 4 10 53 5 028,Damachaur
M-RAP-55-009,524 4 10 53 5 002,Dandagaun
M-RAP-55-010,524 4 10 53 5 011,Darmakot
M-RAP-55-011,524 4 10 53 5 020,Devsthal
M-RAP-55-012,524 4 10 53 5 012,Dhakadam
M-RAP-55-013,524 4 10 53 5 021,Dhanjaripipal
M-RAP-55-014,524 4 10 53 5 042,Dhanbang
M-RAP-55-015,524 4 10 53 5 037,Hiwalcha
M-RAP-55-016,524 4 10 53 5 015,Jimali
M-RAP-55-017,524 4 10 53 5 032,Kabhrechaur
M-RAP-55-018,524 4 10 53 5 003,Kajeri
M-RAP-55-019,524 4 10 53 5 013,Kalagaun
M-RAP-55-020,524 4 10 53 5 033,Kalimati Kalche
M-RAP-55-021,524 4 10 53 5 034,Kalimati Rampur
M-RAP-55-022,524 4 10 53 5 039,Karagithi
M-RAP-55-023,524 4 10 53 5 038,Kabhra
M-RAP-55-024,524 4 10 53 5 024,Khalanga
M-RAP-55-025,524 4 10 53 5 029,Korbangjhimpe
M-RAP-55-026,524 4 10 53 5 005,Kotbara
M-RAP-55-027,524 4 10 53 5 006,Kotmola
M-RAP-55-028,524 4 10 53 5 025,Kubhindedaha
M-RAP-55-029,524 4 10 53 5 040,Lakshmipur
M-RAP-55-030,524 4 10 53 5 030,Lekpokhara
M-RAP-55-031,524 4 10 53 5 035,Majhkanda
M-RAP-55-032,524 4 10 53 5 041,Marke
M-RAP-55-033,524 4 10 53 5 016,Marmaparikanda
M-RAP-55-034,524 4 10 53 5 022,Mulkhola
M-RAP-55-035,524 4 10 53 5 036,Nigalchuli
M-RAP-55-036,524 4 10 53 5 043,Phalabang
M-RAP-55-037,524 4 10 53 5 007,Pipalneta
M-RAP-55-038,524 4 10 53 5 044,Rim
M-RAP-55-039,524 4 10 53 5 026,Sejuwal Takura
M-RAP-55-040,524 4 10 53 5 045,Sarpani
M-RAP-55-041,524 4 10 53 5 008,Shivarath
M-RAP-55-042,524 4 10 53 5 017,Siddheshwari
M-RAP-55-043,524 4 10 53 5 046,Sinbang
M-RAP-55-044,524 4 10 53 5 023,Suikot
M-RAP-55-045,524 4 10 53 5 031,Syanikhal
M-RAP-55-046,524 4 10 53 5 018,Tharmare
M-RAP-55-047,524 4 10 53 5 047,Triveni
M-RAP-56-001,524 4 10 56 5 035,Baghmare
M-RAP-56-002,524 4 10 56 5 010,Bela
M-RAP-56-003,524 4 10 56 5 027,Bijauri
M-RAP-56-004,524 4 10 56 5 005,Chaulahi
M-RAP-56-005,524 4 10 56 5 032,Dhanauri
M-RAP-56-006,524 4 10 56 5 002,Dharna
M-RAP-56-007,524 4 10 56 5 024,Dhikpur
M-RAP-56-008,524 4 10 56 5 026,Duruwa
M-RAP-56-009,524 4 10 56 5 011,Gadawa
M-RAP-56-010,524 4 10 56 5 012,Gangaparaspur
M-RAP-56-011,524 4 10 56 5 006,Gobardiha
M-RAP-56-012,524 4 10 56 5 033,Goltakuri
M-RAP-56-013,524 4 10 56 5 038,Haluwar
M-RAP-56-014,524 4 10 56 5 003,Hansipur
M-RAP-56-015,524 4 10 56 5 022,Hapur
M-RAP-56-016,524 4 10 56 5 031,Hekuli
M-RAP-56-017,524 4 10 56 5 017,Kabhre
M-RAP-56-018,524 4 10 56 5 013,Koilabas
M-RAP-56-019,524 4 10 56 5 004,Lalmatiya
M-RAP-56-020,524 4 10 56 5 020,Lakshmipur
M-RAP-56-021,524 4 10 56 5 016,Loharpani
M-RAP-56-022,524 4 10 56 5 025,Manpur
M-RAP-56-023,524 4 10 56 5 023,Narayanpur
M-RAP-56-024,524 4 10 56 5 034,Panchakule
M-RAP-56-025,524 4 10 56 5 030,Pawannagar
M-RAP-56-026,524 4 10 56 5 015,Phulbari
M-RAP-56-027,524 4 10 56 5 036,Purandhara
M-RAP-56-028,524 4 10 56 5 014,Rajpur
M-RAP-56-029,524 4 10 56 5 001,Rampur
M-RAP-56-030,524 4 10 56 5 019,Saigha
M-RAP-56-031,524 4 10 56 5 007,Satabariya
M-RAP-56-032,524 4 10 56 5 021,Saudiyar
M-RAP-56-033,524 4 10 56 5 029,Shantinagar
M-RAP-56-034,524 4 10 56 5 039,Shrigaun
M-RAP-56-035,524 4 10 56 5 008,Sisahaniya
M-RAP-56-036,524 4 10 56 5 009,Sonpur
M-RAP-56-037,524 4 10 56 5 018,Siyaja
M-RAP-56-038,524 4 10 56 5 028,Tarigaun
M-RAP-56-039,524 4 10 56 3 002,Tribhuwan Nagar Municipality
M-RAP-56-040,524 4 10 56 3 001,Tulsipur Municipality
M-RAP-56-041,524 4 10 56 5 037,Urahari
W-DHA-42-001,524 3 08 45 5 006,Charang
W-DHA-42-002,524 3 08 45 5 008,Chhonhup
W-DHA-42-003,524 3 08 45 5 009,Chhosar
W-DHA-42-004,524 3 08 45 5 004,Chhusang
W-DHA-42-005,524 3 08 45 5 005,Ghami
W-DHA-42-006,524 3 08 45 5 012,Jhong
W-DHA-42-007,524 3 08 45 5 001,Jomsom
W-DHA-42-008,524 3 08 45 5 003,Kagbeni
W-DHA-42-009,524 3 08 45 5 015,Kowang
W-DHA-42-010,524 3 08 45 5 013,Kunjo
W-DHA-42-011,524 3 08 45 5 014,Lete
W-DHA-42-012,524 3 08 45 5 007,Lo Manthang
W-DHA-42-013,524 3 08 45 5 002,Marpha
W-DHA-42-014,524 3 08 45 5 011,Muktinath
W-DHA-42-015,524 3 08 45 5 010,Surkhang
W-DHA-42-016,524 3 08 45 5 016,Tukuche
W-DHA-43-001,524 3 08 44 5 025,Arman
W-DHA-43-002,524 3 08 44 5 001,Arthunge
W-DHA-43-003,524 3 08 44 5 026,Babiyachour
W-DHA-43-004,524 3 08 44 5 005,Begkhola
W-DHA-43-005,524 3 08 44 5 027,Baranja
W-DHA-43-006,524 3 08 44 5 002,Bhamkili
W-DHA-43-007,524 3 08 44 5 033,Bim
W-DHA-43-008,524 3 08 44 5 019,Chimkhola
W-DHA-43-009,524 3 08 44 5 020,Dagnam
W-DHA-43-010,524 3 08 44 5 007,Dana
W-DHA-43-011,524 3 08 44 5 029,Darbang
W-DHA-43-012,524 3 08 44 5 034,Devisthan
W-DHA-43-013,524 3 08 44 5 014,Ghatan
W-DHA-43-014,524 3 08 44 5 008,Dowa
W-DHA-43-015,524 3 08 44 5 037,Gurja
W-DHA-43-016,524 3 08 44 5 010,Histan Mandali
W-DHA-43-017,524 3 08 44 5 021,Jhni
W-DHA-43-018,524 3 08 44 5 003,Jyamrukkot
W-DHA-43-019,524 3 08 44 5 028,Kunhun
W-DHA-43-020,524 3 08 44 5 022,Kuinemangale
W-DHA-43-021,524 3 08 44 5 038,Lulang
W-DHA-43-022,524 3 08 44 5 023,Bhalkawang
W-DHA-43-023,524 3 08 44 5 035,Marang
W-DHA-43-024,524 3 08 44 5 039,Mudi
W-DHA-43-025,524 3 08 44 5 041,Muna
W-DHA-43-026,524 3 08 44 5 011,Narachyang
W-DHA-43-027,524 3 08 44 5 030,Niskot
W-DHA-43-028,524 3 08 44 5 031,Okharbot
W-DHA-43-029,524 3 08 44 5 024,Pakhapani
W-DHA-43-030,524 3 08 44 5 015,Patalekhet
W-DHA-43-031,524 3 08 44 5 017,Pulachour
W-DHA-43-032,524 3 08 44 5 006,Bhagawati
W-DHA-43-033,524 3 08 44 5 016,Piple
W-DHA-43-034,524 3 08 44 5 012,Ramche
W-DHA-43-035,524 3 08 44 5 004,Ratnechour
W-DHA-43-036,524 3 08 44 5 032,Rum
W-DHA-43-037,524 3 08 44 5 013,Shikh
W-DHA-43-038,524 3 08 44 5 018,Singha
W-DHA-43-039,524 3 08 44 5 036,Takam
W-DHA-43-040,524 3 08 44 5 009,Tatopani
W-DHA-43-041,524 3 08 44 5 040,Ghar
W-DHA-44-001,524 3 08 42 5 018,Arthar Dandakharka
W-DHA-44-002,524 3 08 42 5 043,Bachchha
W-DHA-44-003,524 3 08 42 5 044,Bahakithanti
W-DHA-44-004,524 3 08 42 5 012,Bajung
W-DHA-44-005,524 3 08 42 5 037,Balakot
W-DHA-44-006,524 3 08 42 5 013,Banau
W-DHA-44-007,524 3 08 42 5 007,Baskharka
W-DHA-44-008,524 3 08 42 5 054,Dehulibas
W-DHA-44-009,524 3 08 42 5 031,Bhangora
W-DHA-44-010,524 3 08 42 5 038,Bhoksing
W-DHA-44-011,524 3 08 42 5 049,Bhorle
W-DHA-44-012,524 3 08 42 5 017,Bhuktangle
W-DHA-44-013,524 3 08 42 5 045,Barrachaur
W-DHA-44-014,524 3 08 42 5 046,Ranipani
W-DHA-44-015,524 3 08 42 5 025,Pipaltari
W-DHA-44-016,524 3 08 42 5 019,Chitre
W-DHA-44-017,524 3 08 42 5 002,Chuwa
W-DHA-44-018,524 3 08 42 5 014,Deupur
W-DHA-44-019,524 3 08 42 5 015,Deurali
W-DHA-44-020,524 3 08 42 5 008,Dhairing
W-DHA-44-021,524 3 08 42 5 001,Durlung
W-DHA-44-022,524 3 08 42 5 042,Phalamkhani
W-DHA-44-023,524 3 08 42 5 034,Devisthan
W-DHA-44-024,524 3 08 42 5 035,Khanigaun
W-DHA-44-025,524 3 08 42 5 050,Hoshrangdi
W-DHA-44-026,524 3 08 42 5 051,Huwas
W-DHA-44-027,524 3 08 42 5 027,Karkineta
W-DHA-44-028,524 3 08 42 5 026,Katuwachaupari
W-DHA-44-029,524 3 08 42 5 020,Kholalakuri
W-DHA-44-030,524 3 08 42 5 003,Khurkot
W-DHA-44-031,524 3 08 42 5 032,Kurgha
W-DHA-44-032,524 3 08 42 5 016,Kyang
W-DHA-44-033,524 3 08 42 5 009,Lekhphant
W-DHA-44-034,524 3 08 42 5 033,Limithana
W-DHA-44-035,524 3 08 42 5 039,Lungkhu Deurali
W-DHA-44-036,524 3 08 42 5 010,Majphant
W-DHA-44-037,524 3 08 42 5 028,Mudikuwa
W-DHA-44-038,524 3 08 42 5 004,Nangliwang
W-DHA-44-039,524 3 08 42 5 040,Pakhapani
W-DHA-44-040,524 3 08 42 5 021,Pakuwa
W-DHA-44-041,524 3 08 42 5 005,Pang
W-DHA-44-042,524 3 08 42 5 041,Pangrang
W-DHA-44-043,524 3 08 42 5 022,Ramja Deurali
W-DHA-44-044,524 3 08 42 5 055,Saligram
W-DHA-44-045,524 3 08 42 5 011,Salija
W-DHA-44-046,524 3 08 42 5 052,Saronkhola
W-DHA-44-047,524 3 08 42 5 029,Shankar Pokhari
W-DHA-44-048,524 3 08 42 5 006,Shivalaya
W-DHA-44-049,524 3 08 42 5 047,Taklak
W-DHA-44-050,524 3 08 42 5 036,Thanamaula
W-DHA-44-051,524 3 08 42 5 030,Thapathana
W-DHA-44-052,524 3 08 42 5 023,Thulipokhari
W-DHA-44-053,524 3 08 42 5 024,Tilhar
W-DHA-44-054,524 3 08 42 5 053,Triveni
W-DHA-44-055,524 3 08 42 5 048,Urampokhara
W-DHA-45-001,524 3 08 43 5 046,Adhikarichaur
W-DHA-45-002,524 3 08 43 5 022,Amalachaur
W-DHA-45-003,524 3 08 43 5 014,Amarbhumi
W-DHA-45-004,524 3 08 43 5 013,Argal
W-DHA-45-005,524 3 08 43 5 028,Arjewa
W-DHA-45-006,524 3 08 43 5 034,Batakachaur
W-DHA-45-007,524 3 08 43 5 005,Bhkunde
W-DHA-45-008,524 3 08 43 5 001,Bhimpokhara
W-DHA-45-009,524 3 08 43 5 056,Bhingithe
W-DHA-45-010,524 3 08 43 5 006,Bhihun
W-DHA-45-011,524 3 08 43 5 029,Binamare
W-DHA-45-012,524 3 08 43 5 052,Boharagaun
W-DHA-45-013,524 3 08 43 5 048,Bungadobhan
W-DHA-45-014,524 3 08 43 5 047,Bobang
W-DHA-45-015,524 3 08 43 5 053,Burtibang
W-DHA-45-016,524 3 08 43 5 030,Chhisti
W-DHA-45-017,524 3 08 43 5 040,Dagantudanda
W-DHA-45-018,524 3 08 43 5 023,Damek
W-DHA-45-019,524 3 08 43 5 054,Darling
W-DHA-45-020,524 3 08 43 5 055,Devisthan
W-DHA-45-021,524 3 08 43 5 002,Dhamja
W-DHA-45-022,524 3 08 43 5 015,Dudilabhati
W-DHA-45-023,524 3 08 43 5 031,Jaidi
W-DHA-45-024,524 3 08 43 5 035,Dhullubanskot
W-DHA-45-025,524 3 08 43 5 041,Gwalichaur
W-DHA-45-026,524 3 08 43 5 016,Harichaur
W-DHA-45-027,524 3 08 43 5 020,Hatiya
W-DHA-45-028,524 3 08 43 5 017,Hil
W-DHA-45-029,524 3 08 43 5 036,Hugdishir
W-DHA-45-030,524 3 08 43 5 042,Jaljala
W-DHA-45-031,524 3 08 43 3 001,Baglung Municipality
W-DHA-45-032,524 3 08 43 5 037,Kandebas
W-DHA-45-033,524 3 08 43 5 049,Khunga
W-DHA-45-034,524 3 08 43 5 024,Kusmiseira
W-DHA-45-035,524 3 08 43 5 007,Lekhani
W-DHA-45-036,524 3 08 43 5 003,Malika
W-DHA-45-037,524 3 08 43 5 021,Malma
W-DHA-45-038,524 3 08 43 5 025,Narayansthan
W-DHA-45-039,524 3 08 43 5 018,Narethanti
W-DHA-45-040,524 3 08 43 5 057,Nisi
W-DHA-45-041,524 3 08 43 5 027,Paiyunpata
W-DHA-45-042,524 3 08 43 5 026,Paiyunthanthap
W-DHA-45-043,524 3 08 43 5 004,Pala
W-DHA-45-044,524 3 08 43 5 043,Pandavkhani
W-DHA-45-045,524 3 08 43 5 058,Rajkut
W-DHA-45-046,524 3 08 43 5 059,Ranasingkiteni
W-DHA-45-047,524 3 08 43 5 032,Rangkhani
W-DHA-45-048,524 3 08 43 5 012,Rayadanda
W-DHA-45-049,524 3 08 43 5 008,Race
W-DHA-45-050,524 3 08 43 5 044,Righa
W-DHA-45-051,524 3 08 43 5 038,Salyan
W-DHA-45-052,524 3 08 43 5 033,Sarkuwa
W-DHA-45-053,524 3 08 43 5 009,Shinghan
W-DHA-45-054,524 3 08 43 5 045,Shisakhani
W-DHA-45-055,524 3 08 43 5 039,Sukhaura
W-DHA-45-056,524 3 08 43 5 050,Khungkhani
W-DHA-45-057,524 3 08 43 5 051,Taman
W-DHA-45-058,524 3 08 43 5 010,Thangram
W-DHA-45-059,524 3 08 43 5 019,Tara
W-DHA-45-060,524 3 08 43 5 011,Tityang
W-GAN-36-001,524 3 07 36 5 018,Amppipal
W-GAN-36-002,524 3 07 36 5 060,Aaruaarbad
W-GAN-36-003,524 3 07 36 5 052,Aruchanaute
W-GAN-36-004,524 3 07 36 5 053,Arupokhari
W-GAN-36-005,524 3 07 36 5 003,Asrang
W-GAN-36-006,524 3 07 36 5 054,Baguwa
W-GAN-36-007,524 3 07 36 5 010,Bakrang
W-GAN-36-008,524 3 07 36 5 025,Virkot
W-GAN-36-009,524 3 07 36 5 017,Mumlichok
W-GAN-36-010,524 3 07 36 5 037,Bihi
W-GAN-36-011,524 3 07 36 5 004,Borlang
W-GAN-36-012,524 3 07 36 5 005,Bungkot
W-GAN-36-013,524 3 07 36 5 038,Chhekampar
W-GAN-36-014,524 3 07 36 5 026,Chhoprak
W-GAN-36-015,524 3 07 36 5 039,Chunchet
W-GAN-36-016,524 3 07 36 5 027,Chyangling
W-GAN-36-017,524 3 07 36 5 006,Darbung
W-GAN-36-018,524 3 07 36 5 033,Deurali
W-GAN-36-019,524 3 07 36 5 055,Dhawa
W-GAN-36-020,524 3 07 36 5 034,Dhuwakot
W-GAN-36-021,524 3 07 36 5 002,Phinam
W-GAN-36-022,524 3 07 36 5 008,Phujel
W-GAN-36-023,524 3 07 36 5 029,Gaikhur
W-GAN-36-024,524 3 07 36 5 028,Gangkhu
W-GAN-36-025,524 3 07 36 5 013,Ghairung
W-GAN-36-026,524 3 07 36 5 066,Ghyachok
W-GAN-36-027,524 3 07 36 5 012,Ghyalchok
W-GAN-36-028,524 3 07 36 5 044,Gumda
W-GAN-36-029,524 3 07 36 5 019,Hansapur
W-GAN-36-030,524 3 07 36 5 020,Harmi
W-GAN-36-031,524 3 07 36 5 021,Jaubari
W-GAN-36-032,524 3 07 36 5 045,Kashigaun
W-GAN-36-033,524 3 07 36 5 022,Kerabari
W-GAN-36-034,524 3 07 36 5 046,Keroja
W-GAN-36-035,524 3 07 36 5 023,Kharibot
W-GAN-36-036,524 3 07 36 5 030,Khoplang
W-GAN-36-037,524 3 07 36 5 047,Laprak
W-GAN-36-038,524 3 07 36 5 048,Lapu
W-GAN-36-039,524 3 07 36 5 040,Lho
W-GAN-36-040,524 3 07 36 5 014,Makaising
W-GAN-36-041,524 3 07 36 5 015,Manakamana
W-GAN-36-042,524 3 07 36 5 049,Manbu
W-GAN-36-043,524 3 07 36 5 057,Masel
W-GAN-36-044,524 3 07 36 5 036,Muchchok
W-GAN-36-045,524 3 07 36 5 007,Namjung
W-GAN-36-046,524 3 07 36 5 001,Nataeshwar
W-GAN-36-047,524 3 07 36 5 031,Palungtar
W-GAN-36-048,524 3 07 36 5 056,Panchkhuwa Deurali
W-GAN-36-049,524 3 07 36 5 058,Pandrung
W-GAN-36-050,524 3 07 36 3 001,Prithbinarayan Municipality
W-GAN-36-051,524 3 07 36 5 041,Prok
W-GAN-36-052,524 3 07 36 5 042,Samagaun
W-GAN-36-053,524 3 07 36 5 061,Sairpani
W-GAN-36-054,524 3 07 36 5 032,Shrithankot
W-GAN-36-055,524 3 07 36 5 035,Simjung
W-GAN-36-056,524 3 07 36 5 043,Sirdibas
W-GAN-36-057,524 3 07 36 5 062,Swara
W-GAN-36-058,524 3 07 36 5 016,Taklung
W-GAN-36-059,524 3 07 36 5 063,Tarkukot
W-GAN-36-060,524 3 07 36 5 064,Takumaj Hlakuri
W-GAN-36-061,524 3 07 36 5 059,Tandrang
W-GAN-36-062,524 3 07 36 5 011,Tanglichok
W-GAN-36-063,524 3 07 36 5 009,Taple
W-GAN-36-064,524 3 07 36 5 024,Thalajung
W-GAN-36-065,524 3 07 36 5 050,Thumo
W-GAN-36-066,524 3 07 36 5 051,Uhiya
W-GAN-36-067,524 3 07 36 5 065,Warpak
W-GAN-37-001,524 3 07 37 5 023,Archalbot
W-GAN-37-002,524 3 07 37 5 003,Bahundanda
W-GAN-37-003,524 3 07 37 5 001,Bajhakhet
W-GAN-37-004,524 3 07 37 5 058,Baglung Pani
W-GAN-37-005,524 3 07 37 5 051,Bangre
W-GAN-37-006,524 3 07 37 5 010,Bansar
W-GAN-37-007,524 3 07 37 5 059,Besi Shahar
W-GAN-37-008,524 3 07 37 5 016,Bhalayakharka
W-GAN-37-009,524 3 07 37 5 024,Bharte
W-GAN-37-010,524 3 07 37 5 030,Bhoje
W-GAN-37-011,524 3 07 37 5 052,Bhorletar
W-GAN-37-012,524 3 07 37 5 037,Bhoteodar
W-GAN-37-013,524 3 07 37 5 031,Bhujung
W-GAN-37-014,524 3 07 37 5 004,Bhulbhule
W-GAN-37-015,524 3 07 37 5 017,Bichaur
W-GAN-37-016,524 3 07 37 5 018,Chakratirtha
W-GAN-37-017,524 3 07 37 5 060,Chandisthan
W-GAN-37-018,524 3 07 37 5 038,Chandreshwar
W-GAN-37-019,524 3 07 37 5 011,Chiti
W-GAN-37-020,524 3 07 37 5 019,Dhamilikuwa
W-GAN-37-021,524 3 07 37 5 012,Dhodeini
W-GAN-37-022,524 3 07 37 5 039,Dhuseini
W-GAN-37-023,524 3 07 37 5 005,Dudhpokhara
W-GAN-37-024,524 3 07 37 5 040,Duradanda
W-GAN-37-025,524 3 07 37 5 015,Phaleni
W-GAN-37-026,524 3 07 37 5 025,Gauda
W-GAN-37-027,524 3 07 37 5 061,Gaunshahar
W-GAN-37-028,524 3 07 37 5 020,Doodpokhari
W-GAN-37-029,524 3 07 37 5 006,Dherma
W-GAN-37-030,524 3 07 37 5 032,Gilung
W-GAN-37-031,524 3 07 37 5 002,Hiletaksar
W-GAN-37-032,524 3 07 37 5 021,Elampokhari
W-GAN-37-033,524 3 07 37 5 053,Isaneshwar
W-GAN-37-034,524 3 07 37 5 044,Jita
W-GAN-37-035,524 3 07 37 5 054,Karapu
W-GAN-37-036,524 3 07 37 5 007,Khudi
W-GAN-37-037,524 3 07 37 5 022,Kolki
W-GAN-37-038,524 3 07 37 5 045,Kunchha
W-GAN-37-039,524 3 07 37 5 033,Maling
W-GAN-37-040,524 3 07 37 5 026,Mohariyakot
W-GAN-37-041,524 3 07 37 5 034,Nalma
W-GAN-37-042,524 3 07 37 5 013,Nauthar
W-GAN-37-043,524 3 07 37 5 055,Neta
W-GAN-37-044,524 3 07 37 5 014,Pachok
W-GAN-37-045,524 3 07 37 5 046,Parewadanda
W-GAN-37-046,524 3 07 37 5 035,Pasgaun
W-GAN-37-047,524 3 07 37 5 056,Purankot
W-GAN-37-048,524 3 07 37 5 027,Pyarjung
W-GAN-37-049,524 3 07 37 5 047,Ramgha
W-GAN-37-050,524 3 07 37 5 048,Samibhanjyang
W-GAN-37-051,524 3 07 37 5 028,Shribhanjyang
W-GAN-37-052,524 3 07 37 5 008,Simpani
W-GAN-37-053,524 3 07 37 5 057,Sindure
W-GAN-37-054,524 3 07 37 5 041,Sundarbajar
